"December 31, 2017",10,The Wisdom of Sundays,Oprah Winfrey,Flatiron Books,Jennifer Rudolph Walsh
"December 31, 2017",11,Thug Kitchen,Thug Kitchen,Rodale,Richard Pine
"December 31, 2017",12,The Radium Girls,Kate Moore,Sourcebooks,Luke Janklow
"December 31, 2017",13,Leonardo da Vinci,Walter Isaacson,Simon & Schuster,Christy Fletcher
"December 31, 2017",14,Instant Pot® Cookbook,Roy Fisher,Dey Street Books,Jenny Bent
"December 31, 2017",15,10% Happier,Dan Harris,Grand Central Publishing,Andrew Wylie
"December 31, 2017",16,Make Your Bed,William H. McRaven,Houghton Mifflin Harcourt,Mollie Glick
"December 31, 2017",17,The Whole30 Fast & Easy Cookbook,Melissa Hartwig,AmazonCrossing,Stephen Hanselman
"December 31, 2017",18,A River in Darkness,Masaji Ishikawa,The Great Courses,Betsy Lerner
"December 31, 2017",19,Building a Better Vocabulary,Kevin Flanigan & The Great Courses,HarperOne,Byrd Leavell
"December 31, 2017",20,Unfu*k Yourself,Gary John Bishop,W. W. Norton & Company,Danielle Chiotti
"January 7, 2018",1,Fire and Fury,Michael Wolff,Henry Holt and Co.,James Levine
"January 7, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Matthew Carnicelli
"January 7, 2018",3,Tribe of Mentors,Timothy Ferriss,Houghton Mifflin Harcourt,Peter Steinberg
"January 7, 2018",4,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,Richard Pine
"January 7, 2018",5,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Jenny Bent
"January 7, 2018",6,Instant Pot® Electric Pressure Cooker Cookbook,Laurel Randolph,Rockridge Press,Christy Fletcher
"January 7, 2018",7,Principles,Ray Dalio,Simon & Schuster,Luke Janklow
"January 7, 2018",8,Pimp,Iceberg Slim,Cash Money Content,Jennifer Rudolph Walsh
"January 7, 2018",9,You Are a Badass,Jen Sincero,Running Press,Andrew Wylie
"January 7, 2018",10,Thug Kitchen,Thug Kitchen,Rodale,Mollie Glick
"January 7, 2018",11,Instant Pot® Cookbook,Roy Fisher,Simon & Schuster,Stephen Hanselman
"January 7, 2018",12,How to Win Friends and Influence People,Dale Carnegie,HarperOne,Betsy Lerner
"January 7, 2018",13,Unfu*k Yourself,Gary John Bishop,Beacon Press,Byrd Leavell
"January 7, 2018",14,Man's Search For Meaning,Viktor E. Frankl,Houghton Mifflin Harcourt,Danielle Chiotti
"January 7, 2018",15,The Whole30,Dallas Hartwig & Melissa Hartwig,Spiegel & Grau,Andrew Wylie
"January 7, 2018",16,Meditation for Fidgety Skeptics,"Carlye Adler, Dan Harris, Jeffrey Warren",Random House,Mollie Glick
"January 7, 2018",17,Braving the Wilderness,Brené Brown,AmazonCrossing,Byrd Leavell
"January 7, 2018",18,A River in Darkness,Masaji Ishikawa,Ballantine Books,Jennifer Rudolph Walsh
"January 7, 2018",19,The Super Metabolism Diet,"David Zinczenko, Keenan Mayo",Baker Books,Betsy Lerner
"January 7, 2018",20,Your Best Year Ever,Michael Hyatt,Henry Holt and Co.,Peter Steinberg
"January 14, 2018",1,Fire and Fury,Michael Wolff,Henry Holt and Co.,James Levine
"January 14, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Jenny Bent
"January 14, 2018",3,Brain Myths Exploded,The Great Courses,The Great Courses,Danielle Chiotti
"January 14, 2018",4,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Richard Pine
"January 14, 2018",5,Braving the Wilderness,Brené Brown,Random House,Rafe Sagalyn
"January 14, 2018",6,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,Jan Miller
"January 14, 2018",7,You Are a Badass,Jen Sincero,Running Press Adult,Scott Moyers
"January 14, 2018",8,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Andrew Wylie
"January 14, 2018",9,Principles,Ray Dalio,Simon & Schuster,Mollie Glick
"January 14, 2018",10,Unfu*k Yourself,Gary John Bishop,HarperOne,Byrd Leavell
"January 14, 2018",11,Instant Pot® Cookbook,Roy Fisher,Rockridge Press,Jennifer Rudolph Walsh
"January 14, 2018",12,Instant Pot® Electric Pressure Cooker Cookbook,Laurel Randolph,American Psychological Association (APA),Betsy Lerner
"January 14, 2018",13,Publication Manual of the American Psychological Association,American Psychological Association,Rodale,Peter Steinberg
"January 14, 2018",14,Thug Kitchen,Thug Kitchen,Riverhead Books,James Levine
"January 14, 2018",15,When,Daniel H. Pink,RosettaBooks,Andrew Wylie
"January 14, 2018",16,The 7 Habits of Highly Effective People,Stephen R. Covey,Harper Perennial,Mollie Glick
"January 14, 2018",17,A People's History of the United States,Howard Zinn,Random House,Betsy Lerner
"January 14, 2018",18,The Power of Habit,Charles Duhigg,Northfield Publishing,Byrd Leavell
"January 14, 2018",19,The 5 Love Languages,Gary D. Chapman,Ballantine Books,Sloan Harris
"January 14, 2018",20,The Super Metabolism Diet,"David Zinczenko, Keenan Mayo",Henry Holt and Co.,James Levine
"January 21, 2018",1,Fire and Fury,Michael Wolff,Henry Holt and Co.,Peter Steinberg
"January 21, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Jenny Bent
"January 21, 2018",3,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,Jennifer Rudolph Walsh
"January 21, 2018",4,12 Rules for Life,Jordan B. Peterson,Random House Canada,Danielle Chiotti
"January 21, 2018",5,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Larry Weissman
"January 21, 2018",6,It's Even Worse Than You Think,David Cay Johnston,Simon & Schuster,Richard Pine
"January 21, 2018",7,12 Strong,Doug Stanton,Scribner,Jan Miller
"January 21, 2018",8,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Andrew Wylie
"January 21, 2018",9,Principles,Ray Dalio,Simon & Schuster,Mollie Glick
"January 21, 2018",10,You Are a Badass,Jen Sincero,Running Press Adult,Betsy Lerner
"January 21, 2018",11,Churchill's Trial,Dr. Larry Arnn,Thomas Nelson,Byrd Leavell
"January 21, 2018",12,Unfu*k Yourself,Gary John Bishop,HarperOne,Sloan Harris
"January 21, 2018",13,Braving the Wilderness,Brené Brown,Random House,James Levine
"January 21, 2018",14,Caesar's Last Breath,Sam Kean,"Little, Brown and Company",Peter Steinberg
"January 21, 2018",15,How to Live a Good Life,Jonathan Fields,Hay House,Sally Harding
"January 21, 2018",16,Instant Pot® Electric Pressure Cooker Cookbook,Laurel Randolph,Rockridge Press,Andrew Wylie
"January 21, 2018",17,The Woman Who Smashed Codes,Jason Fagone,Dey Street Books,Betsy Lerner
"January 21, 2018",18,Publication Manual of the American Psychological Association,American Psychological Association,American Psychological Association (APA),Mollie Glick
"January 21, 2018",19,Thug Kitchen,Thug Kitchen,Rodale,Peter Steinberg
"January 21, 2018",20,The 7 Habits of Highly Effective People,Stephen R. Covey,RosettaBooks,James Levine
"January 28, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,Byrd Leavell
"January 28, 2018",2,Fire and Fury,Michael Wolff,Henry Holt and Co.,Jenny Bent
"January 28, 2018",3,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,Jennifer Rudolph Walsh
"January 28, 2018",4,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Sloan Harris
"January 28, 2018",5,You Are a Badass,Jen Sincero,Running Press Adult,Jan Miller
"January 28, 2018",6,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Scott Moyers
"January 28, 2018",7,Grain Brain,David Perlmutter,"Little, Brown and Company",Sally Harding
"January 28, 2018",8,All-American Murder,Alex Abramovich & James Patterson,"Little, Brown and Company",Andrew Wylie
"January 28, 2018",9,Principles,Ray Dalio,Simon & Schuster,Betsy Lerner
"January 28, 2018",10,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Mollie Glick
"January 28, 2018",11,Unfu*k Yourself,Gary John Bishop,HarperOne,Peter Steinberg
"January 28, 2018",12,The Things You Can See Only When You Slow Down,Haemin Sunim,Penguin Books,James Levine
"January 28, 2018",13,Braving the Wilderness,Brené Brown,Random House,Byrd Leavell
"January 28, 2018",14,The Tao of Pooh,Benjamin Hoff,Penguin Books,Jenny Bent
"January 28, 2018",15,Catch Me If You Can,"Frank W. Abagnale, Stan Redding",Broadway Books,Sally Harding
"January 28, 2018",16,12 Strong,Doug Stanton,Scribner,Andrew Wylie
"January 28, 2018",17,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Mollie Glick
"January 28, 2018",18,The 7 Habits of Highly Effective People,Stephen R. Covey,RosettaBooks,Kathy Robbins
"January 28, 2018",19,Verbal Judo,George Thompson PhD,William Morrow Paperbacks,Betsy Lerner
"January 28, 2018",20,The Power of Habit,Charles Duhigg,Random House,Peter Steinberg
"February 4, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,James Levine
"February 4, 2018",2,Fire and Fury,Michael Wolff,Henry Holt and Co.,Jenny Bent
"February 4, 2018",3,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Byrd Leavell
"February 4, 2018",4,Make Your Bed,William H. McRaven,Grand Central Publishing,Jennifer Rudolph Walsh
"February 4, 2018",5,Crushing It!,Gary Vaynerchuk,HarperBusiness,Jan Miller
"February 4, 2018",6,Killers of the Flower Moon,David Grann,Doubleday,Scott Moyers
"February 4, 2018",7,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Rafe Sagalyn
"February 4, 2018",8,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,Sally Harding
"February 4, 2018",9,You Are a Badass,Jen Sincero,Running Press Adult,Andrew Wylie
"February 4, 2018",10,Principles,Ray Dalio,Simon & Schuster,Mollie Glick
"February 4, 2018",11,Unfu*k Yourself,Gary John Bishop,HarperOne,Kathy Robbins
"February 4, 2018",12,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Betsy Lerner
"February 4, 2018",13,Enlightenment Now,Steven Pinker,Viking,Peter Steinberg
"February 4, 2018",14,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,James Levine
"February 4, 2018",15,Secrets of Mental Math,"Arthur Benjamin, Michael Shermer",Three Rivers Press,Sally Harding
"February 4, 2018",16,The Confidence Gap,Russ Harris,Trumpeter,Mollie Glick
"February 4, 2018",17,Braving the Wilderness,Brené Brown,Random House,Andrew Wylie
"February 4, 2018",18,The 7 Habits of Highly Effective People,Stephen R. Covey,RosettaBooks,Peter Steinberg
"February 4, 2018",19,The Power of Habit,Charles Duhigg,Random House,James Levine
"February 4, 2018",20,When,Daniel H. Pink,Riverhead Books,Jenny Bent
"February 11, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,Melanie Jackson
"February 11, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Betsy Lerner
"February 11, 2018",3,Fire and Fury,Michael Wolff,Henry Holt and Co.,Byrd Leavell
"February 11, 2018",4,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Scott Moyers
"February 11, 2018",5,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Peter Robinson
"February 11, 2018",6,You Are a Badass,Jen Sincero,Running Press Adult,Jennifer Rudolph Walsh
"February 11, 2018",7,Principles,Ray Dalio,Simon & Schuster,Jan Miller
"February 11, 2018",8,Unfu*k Yourself,Gary John Bishop,HarperOne,Kathy Robbins
"February 11, 2018",9,Live Fearless,Sadie Robertson,Thomas Nelson,David Patterson
"February 11, 2018",10,Directorate S,Steve Coll,Penguin Press,Sally Harding
"February 11, 2018",11,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,Mollie Glick
"February 11, 2018",12,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Andrew Wylie
"February 11, 2018",13,Crushing It!,Gary Vaynerchuk,HarperBusiness,Peter Steinberg
"February 11, 2018",14,The Power of Habit,Charles Duhigg,Random House,James Levine
"February 11, 2018",15,Lost Connections,Johann Hari,Bloomsbury USA,Sally Harding
"February 11, 2018",16,Braving the Wilderness,Brené Brown,Random House,Mollie Glick
"February 11, 2018",17,The 7 Habits of Highly Effective People,Stephen R. Covey,RosettaBooks,Andrew Wylie
"February 11, 2018",18,Killers of the Flower Moon,David Grann,Doubleday,James Levine
"February 11, 2018",19,What I Love About You,Knock Knock,Knock Knock,Jenny Bent
"February 11, 2018",20,Elon Musk,Ashlee Vance,Ecco,Peter Steinberg
"February 18, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,Betsy Lerner
"February 18, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Zoë Pagnamenta
"February 18, 2018",3,Fire and Fury,Michael Wolff,Henry Holt and Co.,Dorian Karchmar
"February 18, 2018",4,Enlightenment Now,Steven Pinker,Viking,Scott Moyers
"February 18, 2018",5,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Jennifer Rudolph Walsh
"February 18, 2018",6,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Jan Miller
"February 18, 2018",7,Attached,Amir Levine & Rachel Heller,TarcherPerigee,Byrd Leavell
"February 18, 2018",8,Principles,Ray Dalio,Simon & Schuster,Sally Harding
"February 18, 2018",9,Unfu*k Yourself,Gary John Bishop,HarperOne,Mollie Glick
"February 18, 2018",10,You Are a Badass,Jen Sincero,Running Press Adult,Andrew Wylie
"February 18, 2018",11,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,James Levine
"February 18, 2018",12,Everything Happens for a Reason,Kate Bowler,Random House,Jenny Bent
"February 18, 2018",13,Call the Midwife,Jennifer Worth,Penguin Books,Peter Steinberg
"February 18, 2018",14,The Power of Habit,Charles Duhigg,Random House,Betsy Lerner
"February 18, 2018",15,Braving the Wilderness,Brené Brown,Random House,Sally Harding
"February 18, 2018",16,The 7 Habits of Highly Effective People,Stephen R. Covey,RosettaBooks,Mollie Glick
"February 18, 2018",17,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Sandra Bruna
"February 18, 2018",18,Crushing It!,Gary Vaynerchuk,HarperBusiness,Andrew Wylie
"February 18, 2018",19,How to Make Sh*t Happen,Sean Whalen,Dutton Caliber,Peter Steinberg
"February 18, 2018",20,A Higher Call,Adam Makos & Larry Alexander,Random House Canada,Cristina Concepcion
"February 25, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,Peter McGuigan
"February 25, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Jenny Bent
"February 25, 2018",3,Educated,Tara Westover,Random House,James Levine
"February 25, 2018",4,Ikigai,Francesc Miralles & Héctor García,Penguin Books,Scott Moyers
"February 25, 2018",5,Enlightenment Now,Steven Pinker,Viking,Byrd Leavell
"February 25, 2018",6,Food,Mark Hyman,"Little, Brown and Company",Betsy Lerner
"February 25, 2018",7,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Jan Miller
"February 25, 2018",8,Fire and Fury,Michael Wolff,Henry Holt and Co.,Sally Harding
"February 25, 2018",9,You Are a Badass,Jen Sincero,Running Press Adult,Mollie Glick
"February 25, 2018",10,Theft by Finding,David Sedaris,"Little, Brown and Company",Sandra Bruna
"February 25, 2018",11,Born a Crime,Trevor Noah,Spiegel & Grau,Andrew Wylie
"February 25, 2018",12,Unfu*k Yourself,Gary John Bishop,HarperOne,Peter Steinberg
"February 25, 2018",13,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Cristina Concepcion
"February 25, 2018",14,Principles,Ray Dalio,Simon & Schuster,Peter McGuigan
"February 25, 2018",15,The Fire Next Time,James Baldwin,Vintage,Sally Harding
"February 25, 2018",16,The Art of Invisibility,Kevin Mitnick,"Little, Brown and Company",Mollie Glick
"February 25, 2018",17,The Power of Habit,Charles Duhigg,Random House,Jan Miller
"February 25, 2018",18,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Mackenzie Brady Watson
"February 25, 2018",19,Astrophysics for People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,Peter McGuigan
"February 25, 2018",20,The 7 Habits of Highly Effective People,Stephen R. Covey,RosettaBooks,Peter Steinberg
"March 4, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,Kathy Robbins
"March 4, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Jenny Bent
"March 4, 2018",3,I've Been Thinking . . .,Maria Shriver,Pamela Dorman Books,Andrew Wylie
"March 4, 2018",4,Hidden Figures,Margot Lee Shetterly,William Morrow,David Patterson
"March 4, 2018",5,I'll Be Gone in the Dark,Michelle McNamara,Harper,James Levine
"March 4, 2018",6,Food,Mark Hyman,"Little, Brown and Company",Scott Moyers
"March 4, 2018",7,Educated,Tara Westover,Random House,Sally Harding
"March 4, 2018",8,Enlightenment Now,Steven Pinker,Viking,Mollie Glick
"March 4, 2018",9,Born a Crime,Trevor Noah,Spiegel & Grau,Jan Miller
"March 4, 2018",10,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Mackenzie Brady Watson
"March 4, 2018",11,You Are a Badass,Jen Sincero,Running Press Adult,Peter McGuigan
"March 4, 2018",12,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Peter Steinberg
"March 4, 2018",13,Killers of the Flower Moon,David Grann,Doubleday,Kathy Robbins
"March 4, 2018",14,Unfu*k Yourself,Gary John Bishop,HarperOne,Jenny Bent
"March 4, 2018",15,The Elements of Style,William Strunk Jr.,Random House,Sally Harding
"March 4, 2018",16,Skin in the Game,Nassim Nicholas Taleb,Henry Holt and Co.,Mollie Glick
"March 4, 2018",17,Fire and Fury,Michael Wolff,Little A,Gail Ross
"March 4, 2018",18,Hell's Princess [Kindle in Motion],Harold Schechter,Simon & Schuster,David Patterson
"March 4, 2018",19,Principles,Ray Dalio,Random House,Peter Steinberg
"March 4, 2018",20,The Power of Habit,Charles Duhigg,Random House Canada,Nicole Tourtelot
"March 11, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,Jan Miller
"March 11, 2018",2,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Byrd Leavell
"March 11, 2018",3,"The Rock, the Road, and the Rabbi",Kathie Lee Gifford,Thomas Nelson,Jenny Bent
"March 11, 2018",4,I'll Be Gone in the Dark,Michelle McNamara,Harper,Peter McGuigan
"March 11, 2018",5,Code Girls,Liza Mundy,Hachette Books,James Levine
"March 11, 2018",6,Russian Roulette,David Corn & Michael Isikoff,Twelve,Sally Harding
"March 11, 2018",7,Hell's Princess [Kindle in Motion],Harold Schechter,Little A,Mollie Glick
"March 11, 2018",8,Food,Mark Hyman,"Little, Brown and Company",Gail Ross
"March 11, 2018",9,You Are a Badass,Jen Sincero,Running Press Adult,David Patterson
"March 11, 2018",10,Educated,Tara Westover,Random House,Peter Steinberg
"March 11, 2018",11,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Nicole Tourtelot
"March 11, 2018",12,Bachelor Nation,Amy Kaufman,Dutton,Jan Miller
"March 11, 2018",13,Enlightenment Now,Steven Pinker,Viking,Byrd Leavell
"March 11, 2018",14,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Jenny Bent
"March 11, 2018",15,I've Been Thinking . . .,Maria Shriver,Pamela Dorman Books,Gail Ross
"March 11, 2018",16,The Last Black Unicorn,Tiffany Haddish,Gallery Books,Al Zuckerman
"March 11, 2018",17,Unfu*k Yourself,Gary John Bishop,HarperOne,Matt Latimer & Keith Urbahn
"March 11, 2018",18,Born a Crime,Trevor Noah,Spiegel & Grau,Sally Harding
"March 11, 2018",19,Principles,Ray Dalio,Simon & Schuster,Mollie Glick
"March 11, 2018",20,Metabolism Revolution,Haylie Pomroy,Harper Wave,Mel Berger
"March 18, 2018",1,Russian Roulette,David Corn & Michael Isikoff,Twelve,David Patterson
"March 18, 2018",2,A Brief History of Time,Stephen Hawking,Bantam,Owen Laster
"March 18, 2018",3,A Higher Loyalty,James Comey,Flatiron Books,Peter Steinberg
"March 18, 2018",4,12 Rules for Life,Jordan B. Peterson,Random House Canada,Jan Miller
"March 18, 2018",5,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Mollie Glick
"March 18, 2018",6,Educated,Tara Westover,Random House,Gail Ross
"March 18, 2018",7,Don't Bullsh*t Yourself!,Jon Taffer,Portfolio,Al Zuckerman
"March 18, 2018",8,Food,Mark Hyman,"Little, Brown and Company",Matt Latimer & Keith Urbahn
"March 18, 2018",9,I'll Be Gone in the Dark,Michelle McNamara,Harper,Sally Harding
"March 18, 2018",10,Darkest Hour,Anthony McCarten,Harper Perennial,Mollie Glick
"March 18, 2018",11,Magnolia Table,Joanna Gaines & Marah Stets,William Morrow Cookbooks,Mel Berger
"March 18, 2018",12,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,David Patterson
"March 18, 2018",13,Hell's Princess [Kindle in Motion],Harold Schechter,Little A,Owen Laster
"March 18, 2018",14,The Bridge at Andau,James A. Michener,The Dial Press,Peter Steinberg
"March 18, 2018",15,You Are a Badass,Jen Sincero,Running Press Adult,Matt Latimer & Keith Urbahn
"March 18, 2018",16,Killing the Deep State,Jerome R. Corsi,Humanix Books,Glen Hartley
"March 18, 2018",17,The Life of / La Vida De Selena,Ariana Stein & Patty Rodriguez,Lil Libros,Sally Harding
"March 18, 2018",18,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Gail Ross
"March 18, 2018",19,I've Been Thinking . . .,Maria Shriver,Pamela Dorman Books,Mollie Glick
"March 18, 2018",20,Fail Until You Don't,Bob,Dey Street Books,Steve Ross
"March 25, 2018",1,A Higher Loyalty,James Comey,Flatiron Books,Celeste Fine
"March 25, 2018",2,Secret Empires,Peter Schweizer,Harper,Giles Anderson
"March 25, 2018",3,12 Rules for Life,Jordan B. Peterson,Random House Canada,David Patterson
"March 25, 2018",4,Russian Roulette,David Corn & Michael Isikoff,Twelve,Al Zuckerman
"March 25, 2018",5,Food,Mark Hyman,"Little, Brown and Company",Jan Miller
"March 25, 2018",6,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Peter Steinberg
"March 25, 2018",7,Never Split the Difference,Chris Voss & Tahl Raz,HarperBusiness,Robert Barnett
"March 25, 2018",8,The Don't Laugh Challenge,Don't Laugh Joke Group,Don't Laugh Joke Group,Cait Hoyt
"March 25, 2018",9,Glow15,Naomi Whittel,Houghton Mifflin Harcourt,Matt Latimer & Keith Urbahn
"March 25, 2018",10,Genius Foods,Max Lugavere & Paul Grewal,Harper Wave,Glen Hartley
"March 25, 2018",11,Hell's Princess [Kindle in Motion],Harold Schechter,Little A,Sally Harding
"March 25, 2018",12,Educated,Tara Westover,Random House,Gail Ross
"March 25, 2018",13,A Brief History of Time,Stephen Hawking,Bantam,Mollie Glick
"March 25, 2018",14,Player's Handbook,Wizards RPG Team,Wizards of the Coast,Steve Ross
"March 25, 2018",15,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Sally Harding
"March 25, 2018",16,The 7 Habits of Highly Effective People,Stephen R. Covey,Mango,Matt Latimer
"March 25, 2018",17,You Are a Badass,Jen Sincero,Running Press Adult,Mollie Glick
"March 25, 2018",18,All-American Murder,Alex Abramovich & James Patterson,"Little, Brown and Company",Richard Pine
"March 25, 2018",19,I'll Be Gone in the Dark,Michelle McNamara,Harper,Tina Bennett
"March 25, 2018",20,Pretty Mess,Erika Jayne,Gallery Books,Jan Miller
"April 1, 2018",1,12 Rules for Life,Jordan B. Peterson,Random House Canada,David Patterson
"April 1, 2018",2,Dear Madam President,Jennifer Palmieri,Grand Central Publishing,Cait Hoyt
"April 1, 2018",3,The Subtle Art of Not Giving a F*ck,Mark Manson,HarperOne,Matt Latimer & Keith Urbahn
"April 1, 2018",4,Tiger Woods,Armen Keteyian & Jeff Benedict,Simon & Schuster,Gail Ross
"April 1, 2018",5,On Tyranny,Timothy Snyder,Tim Duggan Books,Kevan Lyon
"April 1, 2018",6,The Don't Laugh Challenge,Don't Laugh Joke Group,Don't Laugh Joke Group,Peter Steinberg
"April 1, 2018",7,The 7 Habits of Highly Effective People,Stephen R. Covey,Mango,David McCormick
"April 1, 2018",8,Hell's Princess [Kindle in Motion],Harold Schechter,Little A,Glen Hartley
"April 1, 2018",9,This Is Me,Chrissy Metz,Dey Street Books,Zoë Pagnamenta
"April 1, 2018",10,A Higher Loyalty,James Comey,Flatiron Books,Sally Harding
"April 1, 2018",11,Russian Roulette,David Corn & Michael Isikoff,Twelve,Matt Latimer
"April 1, 2018",12,"Girl, Wash Your Face",Rachel Hollis,Thomas Nelson,Mollie Glick
"April 1, 2018",13,Educated,Tara Westover,Random House,Richard Pine
"April 1, 2018",14,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Tina Bennett
"April 1, 2018",15,You Are a Badass,Jen Sincero,Running Press Adult,Max Brockman
"April 1, 2018",16,Walking with God through Pain and Suffering,Timothy Keller,Penguin Books,Sally Harding
"April 1, 2018",17,Secret Empires,Peter Schweizer,Harper,Jolijn Spooren
"April 1, 2018",18,Everything Happens for a Reason,Kate Bowler,Random House,Mollie Glick
"April 1, 2018",19,How to Win Friends and Influence People,Dale Carnegie,Simon & Schuster,Kathy Robbins
"April 1, 2018",20,The Complete Ketogenic Diet for Beginners,Amy Ramos,Rockridge Press,Jan Miller
"April 8, 2018",1,Factfulness,Anna Rosling Rönnlund et al.,Flatiron Books,Kevan Lyon
"April 8, 2018",2,12 Rules for Life,Jordan B. Peterson,Random House Canada,Peter Steinberg
"April 8, 2018",3,An American Princess,Annejet van der Zijl,AmazonCrossing,David Patterson
"April 8, 2018",4,True Roots,Kristin Cavallari,Rodale,Matt Latimer & Keith Urbahn
"April 8, 2018",5,The Subtle Art of Not Giving a F*ck,Mark Manson,Harper,Max Brockman
"April 8, 2018",6,The Rational Bible,Dennis Prager,Regnery Faith,Sally Harding
"April 8, 2018",7,The Confidence Code for Girls,"Claire Shipman, JillEllyn Riley & Katty Kay",HarperCollins,Jolijn Spooren
"April 8, 2018",8,Homo Deus,Yuval Noah Harari,Harper,Mollie Glick
"April 8, 2018",9,Killers of the Flower Moon,David Grann,Vintage,Kathy Robbins
"April 8, 2018",10,The 7 Habits of Highly Effective People,Stephen R. Covey,Mango,Jan Miller
"April 8, 2018",11,"Girl, Wash Your Face",Rachel Hollis,Thomas Nelson,Kevan Lyon
"April 8, 2018",12,I'll Be Gone in the Dark,Michelle McNamara,Harper,Peter Steinberg
"April 8, 2018",13,The Intelligent Investor,Benjamin Graham & Jason Zweig,HarperCollins e-books,David Patterson
"April 8, 2018",14,The 5 Love Languages,Gary D. Chapman,Northfield Publishing,Matt Latimer & Keith Urbahn
"April 8, 2018",15,You Are a Badass,Jen Sincero,Running Press Adult,Matt Latimer & Keith Urbahn
"April 8, 2018",16,Strength in Stillness,Bob Roth,Simon & Schuster,Sally Harding
"April 8, 2018",17,Educated,Tara Westover,Random House,Mollie Glick
"April 8, 2018",18,Hell's Princess [Kindle in Motion],Harold Schechter,Little A,Kevan Lyon
"April 8, 2018",19,The Complete Ketogenic Diet for Beginners,Amy Ramos,Rockridge Press,Jolijn Spooren
"April 8, 2018",20,A Higher Loyalty,James Comey,Flatiron Books,Jan Miller
"April 15, 2018",1,A Higher Loyalty,James Comey,Flatiron Books,Gail Ross
"April 15, 2018",2,Fascism,Madeleine Albright,Harper,Kathy Robbins
"April 15, 2018",3,The Clean 20,"Ian K., M.D. Smith",St. Martin's Press,Max Brockman
"April 15, 2018",4,Educated,Tara Westover,Random House,Peter Steinberg
"April 15, 2018",5,12 Rules for Life,Jordan B. Peterson,Random House Canada,Matt Latimer & Keith Urbahn
"April 15, 2018",6,The Subtle Art of Not Giving a F*ck,Mark Manson,Harper,Sally Harding
"April 15, 2018",7,"Girl, Wash Your Face",Rachel Hollis,Thomas Nelson,Mollie Glick
